"Period","Sex","Age","Population","Colorectal (C18)","Lung (C33-34)"
"2015","Male","45","72831.5","5","32"
"2015","Male","46","72662.5","5","26"
"2015","Male","47","70561.5","4","30"
"2015","Male","48","65718","4","29"
"2015","Male","49","61168","7","18"
"2015","Male","50","59170.5","9","58"
"2015","Male","51","57931.5","14","61"
"2015","Male","52","56083","12","55"
"2015","Male","53","56292","10","57"
"2015","Male","54","58605.5","5","59"
"2015","Male","55","59177.5","24","133"
"2015","Male","56","59779.5","27","136"
"2015","Male","57","61393.5","23","135"
"2015","Male","58","65338","28","158"
"2015","Male","59","70856.5","26","156"
"2015","Male","60","73928","54","234"
"2015","Male","61","70775.5","39","239"
"2015","Male","62","62714.5","40","211"
"2015","Male","63","58075.5","60","218"
"2015","Male","64","57615","58","208"
"2015","Male","65","55752","53","210"
"2015","Male","66","52621","64","210"
"2015","Male","67","49746","54","231"
"2015","Male","68","44723.5","53","196"
"2015","Male","69","39827","55","199"
"2015","Male","70","40408","60","195"
"2015","Male","71","39855","66","164"
"2015","Male","72","36973.5","71","183"
"2015","Male","73","34410.5","38","178"
"2015","Male","74","31472","69","178"
"2015","Male","75","28681.5","47","103"
"2015","Male","76","25706.5","58","135"
"2015","Male","77","23290.5","53","121"
"2015","Male","78","20791","67","109"
"2015","Male","79","19279.5","50","113"
"2015","Male","80","18069","48","83"
"2015","Male","81","16731.5","44","68"
"2015","Male","82","15142","44","71"
"2015","Male","83","13346.5","47","75"
"2015","Male","84","11898.5","54","58"
"2015","Male","85","10339.5","18","27"
"2015","Male","86","8414","23","29"
"2015","Male","87","6697.5","28","20"
"2015","Male","88","5468.5","30","20"
"2015","Male","89","4495","24","32"
"2015","Male","90","13378.5","40","39"
"2015","Female","0","44930.5",NA,"1"
"2015","Female","1","44538",NA,"0"
"2015","Female","2","43864.5",NA,"0"
"2015","Female","3","43538",NA,"0"
"2015","Female","4","43631",NA,"0"
"2015","Female","5","45817.5","0","0"
"2015","Female","6","48070","0","0"
"2015","Female","7","48296","0","0"
"2015","Female","8","48700","0","0"
"2015","Female","9","48579.5","0","0"
"2015","Female","10","46799","0","0"
"2015","Female","11","46000.5","0","0"
"2015","Female","12","46524.5","0","0"
"2015","Female","13","47136","0","0"
"2015","Female","14","47361.5","0","0"
"2015","Female","15","46866.5","0","0"
"2015","Female","16","46974.5","0","0"
"2015","Female","17","48567.5","0","0"
"2015","Female","18","51591.5","0","0"
"2015","Female","19","55576.5","0","0"
"2015","Female","20","58050.5","0","0"
"2015","Female","21","59228.5","0","0"
"2015","Female","22","60141","0","0"
"2015","Female","23","61766.5","0","0"
"2015","Female","24","62385.5","0","0"
"2015","Female","25","60874","0",NA
"2015","Female","26","59329","1",NA
"2015","Female","27","58915.5","0",NA
"2015","Female","28","59275","0",NA
"2015","Female","29","59912.5","0",NA
"2015","Female","30","59202.5","0",NA
"2015","Female","31","58849.5","1",NA
"2015","Female","32","60815.5","1",NA
"2015","Female","33","64816.5","1",NA
"2015","Female","34","68917","1",NA
"2015","Female","35","72981","0","1"
"2015","Female","36","77072.5","1","1"
"2015","Female","37","80650.5","2","2"
"2015","Female","38","84183.5","1","2"
"2015","Female","39","87749.5","2","1"
"2015","Female","40","87860","1","3"
"2015","Female","41","79354.5","2","4"
"2015","Female","42","72213","3","2"
"2015","Female","43","71107","5","1"
"2015","Female","44","71102","2","6"
"2015","Female","45","71727.5","8","18"
"2015","Female","46","72133.5","4","13"
"2015","Female","47","70854","8","17"
"2015","Female","48","66155","4","18"
"2015","Female","49","61907.5","4","18"
"2015","Female","50","60447","8","30"
"2015","Female","51","59823","14","49"
"2015","Female","52","58866","7","41"
"2015","Female","53","60080.5","8","41"
"2015","Female","54","63375.5","4","42"
"2015","Female","55","65158","17","81"
"2015","Female","56","66909","11","85"
"2015","Female","57","69273.5","15","95"
"2015","Female","58","75005.5","13","90"
"2015","Female","59","82431.5","17","73"
"2015","Female","60","86772.5","29","111"
"2015","Female","61","84382.5","30","129"
"2015","Female","62","76489","33","141"
"2015","Female","63","72857","25","140"
"2015","Female","64","73228","29","140"
"2015","Female","65","71384.5","29","128"
"2015","Female","66","68776","35","118"
"2015","Female","67","66274.5","30","110"
"2015","Female","68","60357","30","124"
"2015","Female","69","55319.5","33","97"
"2015","Female","70","57715.5","49","99"
"2015","Female","71","58030","46","109"
"2015","Female","72","55622","38","101"
"2015","Female","73","53460.5","46","113"
"2015","Female","74","51228","45","103"
"2015","Female","75","48995","46","74"
"2015","Female","76","45920","41","71"
"2015","Female","77","43848.5","47","69"
"2015","Female","78","41301","48","84"
"2015","Female","79","39023","40","89"
"2015","Female","80","36747","49","59"
"2015","Female","81","34667","54","66"
"2015","Female","82","32764.5","53","66"
"2015","Female","83","29851","55","53"
"2015","Female","84","27458.5","49","57"
"2015","Female","85","24463","40","25"
"2015","Female","86","21049.5","34","29"
"2015","Female","87","18001.5","34","40"
"2015","Female","88","15440","40","25"
"2015","Female","89","13367","32","26"
"2015","Female","90","41823.5","132","66"
"2016","Male","0","47912.5","0","0"
"2016","Male","1","47540.5","0","0"
"2016","Male","2","47051.5","0","0"
"2016","Male","3","46736.5","0","0"
"2016","Male","4","46345.5","0","0"
"2016","Male","5","45901.5","0","0"
"2016","Male","6","48123.5","0","0"
"2016","Male","7","50565","0","0"
"2016","Male","8","50722.5","0","0"
"2016","Male","9","51170.5","0","0"
"2016","Male","10","51445.5","0","0"
"2016","Male","11","49793.5","0","0"
"2016","Male","12","48634","0","0"
"2016","Male","13","49061","0","0"
"2016","Male","14","49827","0","0"
"2016","Male","15","50290","0","0"
"2016","Male","16","49743.5","0","0"
"2016","Male","17","49642.5","0","0"
"2016","Male","18","51816.5","0","0"
"2016","Male","19","55296.5","0","0"
"2016","Male","20","58972","0","0"
"2016","Male","21","61164","0","0"
"2016","Male","22","62121","0","0"
"2016","Male","23","63472.5","0","0"
"2016","Male","24","65546","0","0"
"2016","Male","25","65844","0","0"
"2016","Male","26","64401.5","0","0"
"2016","Male","27","63256.5","0","0"
"2016","Male","28","62759.5","0","0"
"2016","Male","29","62585","0","0"
"2016","Male","30","62929.5","0","2"
"2016","Male","31","61694","0","0"
"2016","Male","32","60487.5","1","1"
"2016","Male","33","62737.5","0","0"
"2016","Male","34","66419","0","0"
"2016","Male","35","69916","2","1"
"2016","Male","36","74266.5","4","1"
"2016","Male","37","78621","1","2"
"2016","Male","38","82399.5","2","2"
"2016","Male","39","86418.5","1","0"
"2016","Male","40","90211","1","9"
"2016","Male","41","89822.5","2","3"
"2016","Male","42","80857.5","3","9"
"2016","Male","43","73534.5","4","7"
"2016","Male","44","72339","3","0"
"2016","Male","45","72126.5","9","14"
"2016","Male","46","72584","9","22"
"2016","Male","47","72356.5","4","18"
"2016","Male","48","70230","4","19"
"2016","Male","49","65295.5","5","29"
"2016","Male","50","60764","6","55"
"2016","Male","51","58739","11","56"
"2016","Male","52","57391.5","13","61"
"2016","Male","53","55546","13","61"
"2016","Male","54","55685.5","7","65"
"2016","Male","55","57960.5","29","148"
"2016","Male","56","58363.5","32","132"
"2016","Male","57","58885.5","20","128"
"2016","Male","58","60368","29","153"
"2016","Male","59","64163.5","26","134"
"2016","Male","60","69481.5","50","224"
"2016","Male","61","72362.5","44","235"
"2016","Male","62","69258.5","61","227"
"2016","Male","63","61281.5","51","228"
"2016","Male","64","56570","64","256"
"2016","Male","65","55985","55","240"
"2016","Male","66","54116.5","65","229"
"2016","Male","67","50976","54","209"
"2016","Male","68","48202.5","49","218"
"2016","Male","69","43184","68","244"
"2016","Male","70","38355.5","75","194"
"2016","Male","71","38743.5","47","185"
"2016","Male","72","38160","41","197"
"2016","Male","73","35262.5","64","184"
"2016","Male","74","32674.5","59","186"
"2016","Male","75","29804.5","62","119"
"2016","Male","76","27010.5","55","124"
"2016","Male","77","24073","52","120"
"2016","Male","78","21659.5","75","129"
"2016","Male","79","19203","57","135"
"2016","Male","80","17612.5","54","54"
"2016","Male","81","16378","36","66"
"2016","Male","82","15058.5","42","74"
"2016","Male","83","13541.5","50","75"
"2016","Male","84","11735.5","41","64"
"2016","Male","85","10388","27","29"
"2016","Male","86","8904.5","33","33"
"2016","Male","87","7083","18","28"
"2016","Male","88","5582.5","23","37"
"2016","Male","89","4467","34","29"
"2016","Male","90","13935","48","38"
"2016","Female","0","45387","0","0"
"2016","Female","1","45093","0","0"
"2016","Female","2","44626.5","0","0"
"2016","Female","3","43990.5","0","0"
"2016","Female","4","43620","0","0"
"2016","Female","5","43691","0","0"
"2016","Female","6","45890.5","0","0"
"2016","Female","7","48113.5","0","0"
"2016","Female","8","48376.5","0","0"
"2016","Female","9","48747","0","0"
"2016","Female","10","48611","0","0"
"2016","Female","11","46874.5","0","0"
"2016","Female","12","46049.5","0","0"
"2016","Female","13","46574","0","0"
"2016","Female","14","47181.5","0","0"
"2016","Female","15","47472","0","0"
"2016","Female","16","46973.5","0","0"
"2016","Female","17","47118","0","0"
"2016","Female","18","48830","0","0"
"2016","Female","19","51948.5","0","0"
"2016","Female","20","55811",NA,"0"
"2016","Female","21","58142",NA,"0"
"2016","Female","22","59133.5",NA,"0"
"2016","Female","23","59922.5",NA,"0"
"2016","Female","24","61514",NA,"1"
"2016","Female","25","62083","0",NA
"2016","Female","26","60549","1",NA
"2016","Female","27","59082","0",NA
"2016","Female","28","58715.5","0",NA
"2016","Female","29","59117.5","0",NA
"2016","Female","30","59796","1","0"
"2016","Female","31","59097","0","0"
"2016","Female","32","58789.5","1","1"
"2016","Female","33","60809","1","0"
"2016","Female","34","64746","1","0"
"2016","Female","35","68922","0","4"
"2016","Female","36","72912.5","1","0"
"2016","Female","37","76993","0","1"
"2016","Female","38","80604","0","0"
"2016","Female","39","84098","0","1"
"2016","Female","40","87648","2","6"
"2016","Female","41","87722.5","2","6"
"2016","Female","42","79259.5","2","7"
"2016","Female","43","72121","0","1"
"2016","Female","44","71028","7","8"
"2016","Female","45","70986","3","12"
"2016","Female","46","71592.5","4","17"
"2016","Female","47","71960.5","2","11"
"2016","Female","48","70672","4","16"
"2016","Female","49","65974","4","7"
"2016","Female","50","61697","11","34"
"2016","Female","51","60206.5","10","32"
"2016","Female","52","59590","7","48"
"2016","Female","53","58630.5","3","24"
"2016","Female","54","59797","1","29"
"2016","Female","55","63082.5","17","77"
"2016","Female","56","64824.5","15","75"
"2016","Female","57","66485","16","88"
"2016","Female","58","68812","12","68"
"2016","Female","59","74432.5","18","75"
"2016","Female","60","81795.5","37","138"
"2016","Female","61","85999.5","33","127"
"2016","Female","62","83633.5","22","141"
"2016","Female","63","75765","26","121"
"2016","Female","64","72092","35","109"
"2016","Female","65","72408","26","121"
"2016","Female","66","70482.5","37","125"
"2016","Female","67","67792.5","41","126"
"2016","Female","68","65265.5","35","119"
"2016","Female","69","59343.5","35","133"
"2016","Female","70","54313.5","44","115"
"2016","Female","71","56576.5","44","102"
"2016","Female","72","56770","43","117"
"2016","Female","73","54254.5","51","97"
"2016","Female","74","52076","41","104"
"2016","Female","75","49699","51","75"
"2016","Female","76","47358","33","82"
"2016","Female","77","44208.5","47","80"
"2016","Female","78","42013","54","91"
"2016","Female","79","39323","58","64"
"2016","Female","80","36898","49","56"
"2016","Female","81","34445.5","55","57"
"2016","Female","82","32249","51","53"
"2016","Female","83","30161.5","44","61"
"2016","Female","84","27195.5","49","65"
"2016","Female","85","24702","27","28"
"2016","Female","86","21699","31","33"
"2016","Female","87","18381.5","39","29"
"2016","Female","88","15548.5","46","30"
"2016","Female","89","13081","45","24"
"2016","Female","90","44060.5","106","69"
"2017","Male","0","48486","0","0"
"2017","Male","1","48072","0","0"
"2017","Male","2","47618.5","0","0"
"2017","Male","3","47141","0","0"
"2017","Male","4","46803.5","0","0"
"2017","Male","5","46412.5","0","0"
"2017","Male","6","45954.5","0","0"
"2017","Male","7","48131.5","0","0"
"2017","Male","8","50573","0","0"
"2017","Male","9","50726.5","0","0"
"2017","Male","10","51189.5","0","0"
"2017","Male","11","51485","0","0"
"2017","Male","12","49829.5","0","0"
"2017","Male","13","48646","0","0"
"2017","Male","14","49105","0","0"
"2017","Male","15","49918","0","0"
"2017","Male","16","50377","0","0"
"2017","Male","17","49898.5","0","0"
"2017","Male","18","50086.5","0","0"
"2017","Male","19","52342","0","0"
"2017","Male","20","55753","0","0"
"2017","Male","21","59242","0","0"
"2017","Male","22","61349","0","0"
"2017","Male","23","62269","0","0"
"2017","Male","24","63538.5","0","0"
"2017","Male","25","65543.5",NA,"0"
"2017","Male","26","65812.5",NA,"0"
"2017","Male","27","64382",NA,"0"
"2017","Male","28","63232",NA,"1"
"2017","Male","29","62772",NA,"0"
"2017","Male","30","62660.5","0","1"
"2017","Male","31","63043.5","0","0"
"2017","Male","32","61788","2","2"
"2017","Male","33","60567","1","1"
"2017","Male","34","62856.5","2","0"
"2017","Male","35","66551","1","0"
"2017","Male","36","70023","2","3"
"2017","Male","37","74321.5","3","5"
"2017","Male","38","78620.5","2","1"
"2017","Male","39","82371.5","2","2"
"2017","Male","40","86338.5","3","7"
"2017","Male","41","90135","5","4"
"2017","Male","42","89705","6","9"
"2017","Male","43","80730.5","4","5"
"2017","Male","44","73396.5","5","8"
"2017","Male","45","72161","7","17"
"2017","Male","46","71889","5","17"
"2017","Male","47","72301","8","21"
"2017","Male","48","72003","5","24"
"2017","Male","49","69792.5","4","22"
"2017","Male","50","64896.5","11","52"
"2017","Male","51","60332.5","9","48"
"2017","Male","52","58224","12","55"
"2017","Male","53","56846.5","11","48"
"2017","Male","54","54962.5","11","34"
"2017","Male","55","55075","15","101"
"2017","Male","56","57184","22","115"
"2017","Male","57","57520","21","117"
"2017","Male","58","57919.5","23","131"
"2017","Male","59","59278","19","129"
"2017","Male","60","62897.5","47","229"
"2017","Male","61","68010.5","40","232"
"2017","Male","62","70766","44","201"
"2017","Male","63","67598","53","230"
"2017","Male","64","59617.5","39","228"
"2017","Male","65","54911","43","246"
"2017","Male","66","54309.5","54","232"
"2017","Male","67","52374.5","56","253"
"2017","Male","68","49269","62","224"
"2017","Male","69","46453.5","78","233"
"2017","Male","70","41526.5","60","191"
"2017","Male","71","36758.5","60","156"
"2017","Male","72","37036.5","67","187"
"2017","Male","73","36349","59","182"
"2017","Male","74","33490.5","73","198"
"2017","Male","75","30891","65","119"
"2017","Male","76","28067","66","146"
"2017","Male","77","25276.5","57","117"
"2017","Male","78","22372","68","127"
"2017","Male","79","20006","54","129"
"2017","Male","80","17595","40","74"
"2017","Male","81","16000","43","86"
"2017","Male","82","14737.5","40","92"
"2017","Male","83","13417.5","46","60"
"2017","Male","84","11903","43","62"
"2017","Male","85","10241.5","31","31"
"2017","Male","86","8949","19","21"
"2017","Male","87","7551.5","29","31"
"2017","Male","88","5914","28","30"
"2017","Male","89","4538","32","24"
"2017","Male","90","14436","50","42"
"2017","Female","0","45986","0","0"
"2017","Female","1","45508.5","0","0"
"2017","Female","2","45189.5","0","0"
"2017","Female","3","44701.5","0","0"
"2017","Female","4","44041","0","0"
"2017","Female","5","43648","0","0"
"2017","Female","6","43734","0","0"
"2017","Female","7","45897.5","0","0"
"2017","Female","8","48132","0","0"
"2017","Female","9","48377.5","0","0"
"2017","Female","10","48766","0","0"
"2017","Female","11","48655","0","0"
"2017","Female","12","46903","0","0"
"2017","Female","13","46085","0","0"
"2017","Female","14","46592","0","0"
"2017","Female","15","47266.5","0","0"
"2017","Female","16","47550","0","0"
"2017","Female","17","47099.5","0","0"
"2017","Female","18","47414","0","0"
"2017","Female","19","49252.5","0","0"
"2017","Female","20","52323","0",NA
"2017","Female","21","56007","0",NA
"2017","Female","22","58238.5","0",NA
"2017","Female","23","59098.5","0",NA
"2017","Female","24","59852.5","1",NA
"2017","Female","25","61332.5","0","0"
"2017","Female","26","61904.5","0","0"
"2017","Female","27","60422","0","1"
"2017","Female","28","58969","1","0"
"2017","Female","29","58680","0","0"
"2017","Female","30","59100.5","0","1"
"2017","Female","31","59756","2","0"
"2017","Female","32","59120.5","1","0"
"2017","Female","33","58829","1","0"
"2017","Female","34","60838.5","0","0"
"2017","Female","35","64806","0","0"
"2017","Female","36","68891.5","0","1"
"2017","Female","37","72858.5","0","1"
"2017","Female","38","76933.5","2","1"
"2017","Female","39","80540","3","3"
"2017","Female","40","84024.5","1","2"
"2017","Female","41","87537","4","5"
"2017","Female","42","87592","1","4"
"2017","Female","43","79146.5","2","8"
"2017","Female","44","71969.5","6","4"
"2017","Female","45","70920","2","20"
"2017","Female","46","70840.5","1","11"
"2017","Female","47","71456.5","4","14"
"2017","Female","48","71790.5","5","18"
"2017","Female","49","70475","5","22"
"2017","Female","50","65763.5","7","34"
"2017","Female","51","61499","10","30"
"2017","Female","52","60014","5","36"
"2017","Female","53","59355","7","30"
"2017","Female","54","58367","5","33"
"2017","Female","55","59511.5","10","62"
"2017","Female","56","62740.5","12","78"
"2017","Female","57","64424.5","17","77"
"2017","Female","58","66035","9","68"
"2017","Female","59","68287","12","86"
"2017","Female","60","73829.5","23","135"
"2017","Female","61","81096.5","32","126"
"2017","Female","62","85178.5","30","143"
"2017","Female","63","82766","22","120"
"2017","Female","64","74878","33","137"
"2017","Female","65","71210.5","45","119"
"2017","Female","66","71430.5","33","129"
"2017","Female","67","69416","45","125"
"2017","Female","68","66745.5","49","131"
"2017","Female","69","64103","33","154"
"2017","Female","70","58205","41","88"
"2017","Female","71","53248","55","121"
"2017","Female","72","55313","56","104"
"2017","Female","73","55367.5","37","113"
"2017","Female","74","52828.5","34","107"
"2017","Female","75","50567","45","86"
"2017","Female","76","47992.5","45","84"
"2017","Female","77","45632.5","53","83"
"2017","Female","78","42338","50","83"
"2017","Female","79","39999","54","83"
"2017","Female","80","37153","39","69"
"2017","Female","81","34625.5","43","47"
"2017","Female","82","32022.5","46","71"
"2017","Female","83","29684","53","75"
"2017","Female","84","27570","46","56"
"2017","Female","85","24504.5","29","22"
"2017","Female","86","21955.5","43","32"
"2017","Female","87","18970","46","42"
"2017","Female","88","15877.5","48","27"
"2017","Female","89","13196.5","34","32"
"2017","Female","90","45766","124","52"
"2018","Male","0","47957","0","0"
"2018","Male","1","48593.5","0","0"
"2018","Male","2","48197.5","0","0"
"2018","Male","3","47739","0","0"
"2018","Male","4","47235.5","0","0"
"2018","Male","5","46911.5","0","0"
"2018","Male","6","46495.5","0","0"
"2018","Male","7","45998.5","0","0"
"2018","Male","8","48157.5","0","0"
"2018","Male","9","50597.5","0","0"
"2018","Male","10","50774.5","0","0"
"2018","Male","11","51222.5","0","0"
"2018","Male","12","51524","0","0"
"2018","Male","13","49872","0","0"
"2018","Male","14","48696.5","0","0"
"2018","Male","15","49204.5","0","1"
"2018","Male","16","50006.5","0","0"
"2018","Male","17","50524","0","0"
"2018","Male","18","50464","1","0"
"2018","Male","19","50830","0","0"
"2018","Male","20","53054.5","0",NA
"2018","Male","21","56298","0",NA
"2018","Male","22","59733.5","1",NA
"2018","Male","23","61880.5","0",NA
"2018","Male","24","62662","0",NA
"2018","Male","25","64005.5","1","0"
"2018","Male","26","65917.5","0","0"
"2018","Male","27","66174","1","1"
"2018","Male","28","64702.5","0","0"
"2018","Male","29","63521.5","1","0"
"2018","Male","30","63127","0","0"
"2018","Male","31","63108.5","0","1"
"2018","Male","32","63442","0","2"
"2018","Male","33","62177","1","1"
"2018","Male","34","60949","0","1"
"2018","Male","35","63300","3","3"
"2018","Male","36","66947.5","0","2"
"2018","Male","37","70412","1","1"
"2018","Male","38","74623","1","3"
"2018","Male","39","78914.5","1","0"
"2018","Male","40","82632.5","4","2"
"2018","Male","41","86548.5","3","6"
"2018","Male","42","90276.5","3","7"
"2018","Male","43","89778","2","6"
"2018","Male","44","80820.5","3","10"
"2018","Male","45","73401","4","18"
"2018","Male","46","72144.5","4","21"
"2018","Male","47","71805","6","22"
"2018","Male","48","72182.5","7","16"
"2018","Male","49","71763","4","14"
"2018","Male","50","69501","12","52"
"2018","Male","51","64569","11","55"
"2018","Male","52","59948.5","10","52"
"2018","Male","53","57818.5","10","61"
"2018","Male","54","56317.5","10","52"
"2018","Male","55","54407.5","18","105"
"2018","Male","56","54405","22","112"
"2018","Male","57","56402.5","20","106"
"2018","Male","58","56668.5","23","116"
"2018","Male","59","56905.5","20","101"
"2018","Male","60","58147","38","231"
"2018","Male","61","61565","45","222"
"2018","Male","62","66483","39","216"
"2018","Male","63","69037","49","215"
"2018","Male","64","65751.5","49","237"
"2018","Male","65","57837.5","54","221"
"2018","Male","66","53265.5","64","245"
"2018","Male","67","52555.5","55","233"
"2018","Male","68","50532","68","235"
"2018","Male","69","47426","69","202"
"2018","Male","70","44652","49","221"
"2018","Male","71","39825.5","64","170"
"2018","Male","72","35083","46","186"
"2018","Male","73","35259","70","188"
"2018","Male","74","34506","67","198"
"2018","Male","75","31624.5","61","115"
"2018","Male","76","29041.5","54","116"
"2018","Male","77","26248","52","129"
"2018","Male","78","23470","57","138"
"2018","Male","79","20648","60","134"
"2018","Male","80","18339","44","72"
"2018","Male","81","16013","42","65"
"2018","Male","82","14383","53","68"
"2018","Male","83","13108.5","56","74"
"2018","Male","84","11832.5","51","70"
"2018","Male","85","10365","26","32"
"2018","Male","86","8831.5","25","30"
"2018","Male","87","7632.5","26","29"
"2018","Male","88","6291","27","29"
"2018","Male","89","4805","25","32"
"2018","Male","90","14906","47","38"
"2018","Female","0","45471.5","0","0"
"2018","Female","1","46081.5","0","0"
"2018","Female","2","45640.5","0","0"
"2018","Female","3","45285","0","0"
"2018","Female","4","44779.5","0","0"
"2018","Female","5","44109.5","0","0"
"2018","Female","6","43691","0","0"
"2018","Female","7","43797","0","0"
"2018","Female","8","45911","0","0"
"2018","Female","9","48156.5","0","0"
"2018","Female","10","48385","0","0"
"2018","Female","11","48807.5","0","0"
"2018","Female","12","48691.5","0","0"
"2018","Female","13","46933.5","0","0"
"2018","Female","14","46114.5","0","0"
"2018","Female","15","46693","0","0"
"2018","Female","16","47350.5","0","0"
"2018","Female","17","47676.5","0","0"
"2018","Female","18","47458","0","0"
"2018","Female","19","47990","0","0"
"2018","Female","20","49849.5","0",NA
"2018","Female","21","52695","0",NA
"2018","Female","22","56300.5","0",NA
"2018","Female","23","58478.5","0",NA
"2018","Female","24","59290.5","1",NA
"2018","Female","25","59993.5","0","0"
"2018","Female","26","61446.5","1","1"
"2018","Female","27","62021.5","0","0"
"2018","Female","28","60547.5","0","0"
"2018","Female","29","59115.5","0","0"
"2018","Female","30","58791","0","0"
"2018","Female","31","59291","0","0"
"2018","Female","32","59976","1","0"
"2018","Female","33","59352","0","0"
"2018","Female","34","59050.5","0","1"
"2018","Female","35","61037","2","2"
"2018","Female","36","64977.5","0","2"
"2018","Female","37","69030.5","2","0"
"2018","Female","38","72999.5","4","1"
"2018","Female","39","77014.5","3","1"
"2018","Female","40","80613","1","1"
"2018","Female","41","84134","3","1"
"2018","Female","42","87587.5","3","6"
"2018","Female","43","87624.5","3","3"
"2018","Female","44","79131","2","4"
"2018","Female","45","71983","7","11"
"2018","Female","46","70899","4","16"
"2018","Female","47","70784","5","9"
"2018","Female","48","71401","6","10"
"2018","Female","49","71707","8","16"
"2018","Female","50","70342","7","20"
"2018","Female","51","65655","6","35"
"2018","Female","52","61369.5","11","28"
"2018","Female","53","59872","7","30"
"2018","Female","54","59161","8","36"
"2018","Female","55","58153","14","75"
"2018","Female","56","59236.5","12","56"
"2018","Female","57","62420","14","74"
"2018","Female","58","64058.5","10","64"
"2018","Female","59","65555.5","9","55"
"2018","Female","60","67778","26","145"
"2018","Female","61","73194.5","28","145"
"2018","Female","62","80321","24","137"
"2018","Female","63","84279","25","110"
"2018","Female","64","81830.5","32","123"
"2018","Female","65","73920.5","40","138"
"2018","Female","66","70234.5","36","128"
"2018","Female","67","70355","33","156"
"2018","Female","68","68294","31","126"
"2018","Female","69","65537","33","127"
"2018","Female","70","62899","34","98"
"2018","Female","71","57046","47","106"
"2018","Female","72","52070","35","125"
"2018","Female","73","53946","33","105"
"2018","Female","74","53841.5","42","122"
"2018","Female","75","51328","49","65"
"2018","Female","76","48826.5","40","76"
"2018","Female","77","46205.5","65","88"
"2018","Female","78","43679","58","89"
"2018","Female","79","40323.5","41","96"
"2018","Female","80","37788","49","52"
"2018","Female","81","34856","52","45"
"2018","Female","82","32245.5","63","56"
"2018","Female","83","29420","53","65"
"2018","Female","84","27080","56","68"
"2018","Female","85","24784.5","40","37"
"2018","Female","86","21740","42","35"
"2018","Female","87","19178.5","39","30"
"2018","Female","88","16335","45","39"
"2018","Female","89","13421.5","37","26"
"2018","Female","90","47126","96","58"
"2019","Male","0","47665.5","0","0"
"2019","Male","1","48011","0","0"
"2019","Male","2","48741","0","0"
"2019","Male","3","48324.5","0","0"
"2019","Male","4","47816.5","0","0"
"2019","Male","5","47313","0","0"
"2019","Male","6","46983.5","0","0"
"2019","Male","7","46563.5","0","0"
"2019","Male","8","46035.5","0","0"
"2019","Male","9","48182","0","0"
"2019","Male","10","50649.5","0","0"
"2019","Male","11","50838","0","0"
"2019","Male","12","51274.5","0","0"
"2019","Male","13","51586.5","0","0"
"2019","Male","14","49917.5","0","0"
"2019","Male","15","48818","0","0"
"2019","Male","16","49291","0","0"
"2019","Male","17","50130.5","0","0"
"2019","Male","18","51148.5","0","0"
"2019","Male","19","51273","0","0"
"2019","Male","20","51541","0","0"
"2019","Male","21","53506","0","0"
"2019","Male","22","56798","0","0"
"2019","Male","23","60251.5","0","0"
"2019","Male","24","62317","0","0"
"2019","Male","25","63201",NA,"0"
"2019","Male","26","64495",NA,"0"
"2019","Male","27","66353",NA,"0"
"2019","Male","28","66627",NA,"0"
"2019","Male","29","65094.5",NA,"1"
"2019","Male","30","63943.5","0","0"
"2019","Male","31","63654.5","2","1"
"2019","Male","32","63595","0","0"
"2019","Male","33","63964","0","0"
"2019","Male","34","62695.5","2","0"
"2019","Male","35","61502.5","0","2"
"2019","Male","36","63810.5","3","1"
